run_id,run_name,sweep_id,state,created_at,config_gpt_model,config_world_size,config_lr_schedule.name,config_lr_schedule.warm_up_fraction,config_training_data,config_hydra.job.name,config_logging_params.wandb,config_logging_params.log_step,config_logging_params.val_step,config_logging_params.keep_last,config_logging_params.svd_log_step,config_logging_params.load_ckpt_step,config_logging_params.save_ckpt_step,config_logging_params.save_checkpoint,config_logging_params.val_tokens_processed,config_optimizer_params.args,config_optimizer_params.name,config_optimizer_params.args.lr,config_logging_params.wandb.tags,config_logging_params.wandb.project,config_optimizer_params.args.weight_decay,config_training_data.training_params.num_epochs,config_training_data.training_params.tokens_processed,config_seed,config_logging_params.diag_log_step,config_optimizer_params.args.ns_steps,config_optimizer_params.args.adamw_betas,config_optimizer_params.args.polar_method,config_optimizer_params.args.polar_safety,config_optimizer_params.args.polar_cushion,config_optimizer_params.args.polar_num_iters,config_ckpt_glob,config_optimizer_params.args.betas,config_training_data.training_params.batch_size,config_optimizer_params.args.muon_mode,config_optimizer_params.args.split_heads,config_logging_params.timing_only,config_optimizer_params.args.muon_variant
mclqiqdh,vital-sweep-1,manual_runs,finished,2025-11-28T04:13:10Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.015, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.015,[5],,,32.0,,,,
lmpm42j7,upbeat-sweep-1,crvl272m,finished,2025-11-28T07:45:27Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,1.01,0.024,[5],,,32.0,,,,
o06vwu8l,autumn-sweep-1,lyncbpdx,finished,2025-11-27T05:59:25Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,1.01,0.024,[5],,,8.0,,,,
gxtl2dli,lilac-sweep-7,lh2tzeh1,finished,2025-11-27T12:35:10Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-all2,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.09, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.09,"['phase2', 'muon', 'muonall-mslr-search']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,,,,
rlt7h7fw,misunderstood-sweep-12,lh2tzeh1,finished,2025-11-27T18:07:14Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-all2,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.1, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.1,"['phase2', 'muon', 'muonall-mslr-search']",cs182-project-GPT-opt,0.01,0.3,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,,,,
766ter4k,swift-sweep-2,d4c0fgt9,finished,2025-11-28T07:35:07Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,,,,
b8d7m24t,scarlet-sweep-3,lyncbpdx,finished,2025-11-27T12:17:16Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.02, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.02,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,1.01,0.024,[5],,,8.0,,,,
k8zjn0dl,silvery-sweep-1,rs6k5h9h,finished,2025-11-28T22:41:03Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.015, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.015,[5],,,32.0,,,,
qm3cp6bo,jumping-sweep-1,t5adqjx0,finished,2025-11-28T07:49:40Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,1.01,0.024,[5],,,16.0,,,,
jqylpw7g,dulcet-sweep-13,lh2tzeh1,finished,2025-11-27T19:13:33Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-all2,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.11, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.11,"['phase2', 'muon', 'muonall-mslr-search']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,,,,
p4590i37,daily-sweep-11,lh2tzeh1,finished,2025-11-27T17:00:53Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-all2,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.1, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.1,"['phase2', 'muon', 'muonall-mslr-search']",cs182-project-GPT-opt,0.01,0.3,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,,,,
b6l7w3cb,likely-sweep-4,lh2tzeh1,finished,2025-11-27T09:15:50Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-all2,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.08, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.08,"['phase2', 'muon', 'muonall-mslr-search']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,,,,
fferlbdq,scarlet-sweep-2,manual_runs,finished,2025-11-27T23:41:40Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,,,,
1y8m0jyl,divine-sweep-2,lyncbpdx,finished,2025-11-27T09:08:17Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,8.0,,,,
4i3ecagu,summer-sweep-10,lh2tzeh1,finished,2025-11-27T15:54:30Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-all2,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.1, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.1,"['phase2', 'muon', 'muonall-mslr-search']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,,,,
w3b52yi2,whole-sweep-2,t5adqjx0,finished,2025-11-28T10:42:49Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,1.01,0.024,[5],,,32.0,,,,
rsbjn97o,pleasant-sweep-3,crvl272m,finished,2025-11-28T14:54:36Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.02, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.02,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,1.01,0.024,[5],,,32.0,,,,
7bjsrp91,smooth-sweep-8,t5adqjx0,finished,2025-11-29T05:58:43Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.02, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.02,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,,,,
qu9zr9sr,fast-sweep-3,25cht4go,finished,2025-11-28T13:11:07Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-muon-splits,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'splits', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': 'split_qkv', 'adamw_betas': [0.9, 0.999], 'split_heads': False, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'splits', 'polarexpress']",cs182-project-GPT-opt,0.01,1.0,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,8.0,split_qkv,False,,
c64yjx1i,hopeful-sweep-6,lh2tzeh1,finished,2025-11-27T11:28:44Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-all2,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.08, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.08,"['phase2', 'muon', 'muonall-mslr-search']",cs182-project-GPT-opt,0.01,0.3,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,,,,
vumh7ar3,kind-sweep-2,rs6k5h9h,finished,2025-11-28T23:47:40Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.015, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.015,[5],,,32.0,,,,
p6gt7ssj,glowing-sweep-16,lh2tzeh1,finished,2025-11-27T22:32:24Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-all2,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.12, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.12,"['phase2', 'muon', 'muonall-mslr-search']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,,,,
hlylqywf,balmy-sweep-3,t5adqjx0,finished,2025-11-28T14:15:07Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,16.0,,,,
cym97j1r,dulcet-sweep-2,crvl272m,finished,2025-11-28T11:19:58Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,,,,
9barqq6s,resilient-sweep-7,rs6k5h9h,finished,2025-11-29T05:20:50Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.02, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.02,[5],,,32.0,,,,
a1g6kteg,dandy-sweep-1,manual_runs,finished,2025-11-27T19:59:15Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,1.01,0.024,[5],,,32.0,,,,
kuopoj5d,likely-sweep-3,rs6k5h9h,finished,2025-11-29T00:54:17Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.015, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.015,[5],,,32.0,,,,
5n02mcdi,amber-sweep-1,d4c0fgt9,finished,2025-11-28T03:50:26Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,131072.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,1.01,0.024,[5],,,32.0,,,,
ngeisowm,lemon-sweep-2,manual_runs,finished,2025-11-28T05:20:55Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.015, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,131072.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.015,[5],,,32.0,,,,
9hfk9i4h,charmed-sweep-4,t5adqjx0,finished,2025-11-28T17:07:54Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,test-pe-ns,"{'dir': 'outputs/wandb', 'tags': ['test', 'muon', 'ns-vs-pe'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['test', 'muon', 'ns-vs-pe']",cs182-project-GPT-opt,0.01,1.0,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,,,,
552u0n58,colorful-sweep-14,rs6k5h9h,finished,2025-11-29T11:49:02Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase1-cushion-sweep,"{'dir': 'outputs/wandb', 'tags': ['phase1', 'cushion-sweep', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['phase1', 'cushion-sweep', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,,,,
84kby3f9,eager-sweep-14,lh2tzeh1,finished,2025-11-27T20:19:47Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-all2,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.11, 'betas': None, 'ns_steps': 5, 'muon_mode': None, 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.11,"['phase2', 'muon', 'muonall-mslr-search']",cs182-project-GPT-opt,0.01,0.3,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,,,,
